departamento,municipio,confianza,codigo_a,establecimiento_a,codigo_b,establecimiento_b,similitud_nombre,similitud_direccion,telefono_a,telefono_b,decision
ESCUINTLA,MASAGUA,alta,05-05-0082-46,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,05-05-0083-46,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,100.0,97.37,45151334,45151334,revisar
ESCUINTLA,MASAGUA,alta,05-05-0085-46,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,05-05-0086-46,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,100.0,100.0,41209426,41209426,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0067-46,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,05-13-0068-46,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,100.0,100.0,55103092,55103092,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0069-46,LICEO CRISTIANO NAZARETH,05-13-0070-46,LICEO CRISTIANO NAZARETH,100.0,100.0,78828062,78828062,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0069-46,LICEO CRISTIANO NAZARETH,05-13-0079-46,LICEO CRISTIANO NAZARETH,100.0,100.0,78828062,78828062,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0069-46,LICEO CRISTIANO NAZARETH,05-13-0571-46,LICEO CRISTIANO NAZARETH,100.0,100.0,78828062,78828062,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0070-46,LICEO CRISTIANO NAZARETH,05-13-0079-46,LICEO CRISTIANO NAZARETH,100.0,100.0,78828062,78828062,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0070-46,LICEO CRISTIANO NAZARETH,05-13-0571-46,LICEO CRISTIANO NAZARETH,100.0,100.0,78828062,78828062,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0079-46,LICEO CRISTIANO NAZARETH,05-13-0571-46,LICEO CRISTIANO NAZARETH,100.0,100.0,78828062,78828062,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-0097-46,"CENTRO PEDAGÓGICO ""GUATEMALA""",05-13-2547-46,"CENTRO PEDAGÓGICO ""GUATEMALA""",100.0,100.0,39590729,39590729,revisar
ESCUINTLA,NUEVA CONCEPCION,alta,05-13-2546-46,"CENTRO PEDAGÓGICO ""GUATEMALA""",05-13-2791-46,"CENTRO PEDAGÓGICO ""GUATEMALA""",100.0,100.0,39590729,39590729,revisar
ESCUINTLA,PALIN,alta,05-11-0056-46,COLEGIO MIXTO DEL VALLE,05-11-0083-46,COLEGIO MIXTO DEL VALLE,100.0,100.0,46041590,46041590,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0058-46,CENTRO EDUCATIVO GUATEMAYA,05-09-0059-46,CENTRO EDUCATIVO GUATEMAYA,100.0,100.0,41661865,41661865,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0058-46,CENTRO EDUCATIVO GUATEMAYA,05-09-0093-46,CENTRO EDUCATIVO GUATEMAYA,100.0,100.0,41661865,41661865,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0059-46,CENTRO EDUCATIVO GUATEMAYA,05-09-0093-46,CENTRO EDUCATIVO GUATEMAYA,100.0,100.0,41661865,41661865,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0066-46,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,05-09-0067-46,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,100.0,100.0,78813643,78813643,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0073-46,"COLEGIO PARTICULAR MIXTO ""SANTA MARÍA""",05-09-0075-46,"COLEGIO PARTICULAR MIXTO ""SANTA MARÍA""",100.0,98.46,78813461,78813461,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0081-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",05-09-0083-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,77224343,77224343,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0081-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",05-09-0085-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,98.08,77224343,77224343,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0081-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,77224343,77224343,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0083-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",05-09-0085-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,98.08,77224343,77224343,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0083-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,77224343,77224343,revisar
ESCUINTLA,SAN JOSE,alta,05-09-0085-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,98.08,77224343,77224343,revisar
ESCUINTLA,SAN VICENTE PACAYA,alta,05-12-0006-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,05-12-0030-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,41206712,41206712,revisar
ESCUINTLA,SAN VICENTE PACAYA,alta,05-12-0026-46,"LICEO ""FUENTE DE VIDA""",05-12-0027-46,"LICEO ""FUENTE DE VIDA""",100.0,100.0,48112447,48112447,revisar
ESCUINTLA,SAN VICENTE PACAYA,alta,05-12-0028-46,COLEGIO INTEGRAL VICENTINO,05-12-0035-46,COLEGIO INTEGRAL VICENTINO,100.0,98.51,56367952,56367952,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0032-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0047-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0037-46,INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),05-02-0038-46,INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),100.0,100.0,78821598,78821598,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0064-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0065-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,95.65,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0068-46,"COLEGIO DIOCESANO ""MARÍA AUXILIADORA""",05-02-0069-46,"COLEGIO DIOCESANO ""MARÍA AUXILIADORA""",100.0,100.0,78821111,78821111,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0080-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0080-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0080-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0080-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0080-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0082-46,LICEO PREUNIVERSITARIO DEL SUR,05-02-0241-46,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,78821508,78821508,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0082-46,LICEO PREUNIVERSITARIO DEL SUR,05-02-2572-46,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,78821508,78821508,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0085-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0086-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0085-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0085-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0086-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0086-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,77746400,77746400,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0110-46,LICEO PREUNIVERSITARIO DEL SUR,05-02-0242-46,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,78821508,78821508,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0118-46,COLEGIO CRISTIANO EMMANUEL,05-02-0238-46,COLEGIO CRISTIANO EMMANUEL,100.0,95.56,79333942,79333942,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0118-46,COLEGIO CRISTIANO EMMANUEL,05-02-0239-46,COLEGIO CRISTIANO EMMANUEL,100.0,95.56,79333942,79333942,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0141-46,CENTRO EDUCATIVO LUCIANO CAMPO REAL,05-02-0142-46,CENTRO EDUCATIVO LUCIANO CAMPO REAL,100.0,100.0,55025058,55025058,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0144-46,COLEGIO MIXTO BELÉN,05-02-0145-46,COLEGIO MIXTO BELÉN,100.0,100.0,53601095,53601095,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0232-46,INSTITUTO TECNOLÓGICO PROESUR,05-02-0265-46,INSTITUTO TECNOLÓGICO PROESUR,100.0,98.41,79552800,79552800,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0238-46,COLEGIO CRISTIANO EMMANUEL,05-02-0239-46,COLEGIO CRISTIANO EMMANUEL,100.0,100.0,79333942,79333942,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-0241-46,LICEO PREUNIVERSITARIO DEL SUR,05-02-2572-46,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,78821508,78821508,revisar
ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,alta,05-02-2044-46,LICEO PREUNIVERSITARIO DEL SUR,05-02-2651-46,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,78821508,78821508,revisar
ESCUINTLA,SIQUINALA,alta,05-04-0042-46,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,05-04-0043-46,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,100.0,95.24,59463489,59463489,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0028-46,LICEO CRISTIANO SHALEM,05-06-0084-46,LICEO CRISTIANO SHALEM,100.0,100.0,54140931,54140931,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0034-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0051-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0034-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0034-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0039-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0057-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0039-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0094-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0039-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0039-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0051-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0051-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0054-46,INSTITUTO TECNOLOGÍA Y CIENCIA,05-06-0130-46,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,92.45,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0057-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0094-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0057-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0057-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0082-46,INSTITUTO TECNOLOGÍA Y CIENCIA,05-06-0100-46,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0082-46,INSTITUTO TECNOLOGÍA Y CIENCIA,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0094-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0094-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0099-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",05-06-0113-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,95.45,59790491,59790491,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0100-46,INSTITUTO TECNOLOGÍA Y CIENCIA,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,59304894,59304894,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,55544708,55544708,revisar
ESCUINTLA,TIQUISATE,alta,05-06-0123-46,CENTRO EDUCATIVO OPORTUNIDAD C.E.O.,05-06-0124-46,CENTRO EDUCATIVO OPORTUNIDAD C.E.O.,100.0,88.89,59277842,59277842,revisar
GUATEMALA,AMATITLAN,alta,01-14-0050-46,COLEGIO PEDAGOGICO INTEGRAL ALBORADA,01-14-0052-46,COLEGIO PEDAGOGICO INTEGRAL ALBORADA,100.0,98.59,66336268,66336268,revisar
GUATEMALA,AMATITLAN,alta,01-14-0058-46,COLEGIO MIXTO CULTURA,01-14-0189-46,COLEGIO MIXTO CULTURA,100.0,100.0,66332838,66332838,revisar
GUATEMALA,AMATITLAN,alta,01-14-0082-46,LICEO MIXTO AMATITLANECO,01-14-0083-46,LICEO MIXTO AMATITLANECO,100.0,100.0,66335043,66335043,revisar
GUATEMALA,AMATITLAN,alta,01-14-0213-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,01-14-0219-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,100.0,94.81,66353994,66353994,revisar
GUATEMALA,AMATITLAN,alta,01-14-0213-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,01-14-0220-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,100.0,91.53,66353994,66353994,revisar
GUATEMALA,AMATITLAN,alta,01-14-0225-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,01-14-0226-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,55310849,55310849,revisar
GUATEMALA,AMATITLAN,alta,01-14-9722-46,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,01-14-9724-46,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,100.0,100.0,66333001,66333001,revisar
GUATEMALA,CHINAUTLA,alta,01-06-0017-46,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,01-06-0020-46,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,100.0,100.0,22868034,22868034,revisar
GUATEMALA,CHINAUTLA,alta,01-06-0091-46,COLEGIO MIXTO SAN FERNANDO,01-06-0092-46,COLEGIO MIXTO SAN FERNANDO,100.0,100.0,22605662,22605662,revisar
GUATEMALA,CHINAUTLA,alta,01-06-0108-46,COLEGIO VALLE DEL QUETZAL II,01-06-0109-46,COLEGIO VALLE DEL QUETZAL II,100.0,100.0,24849501,24849501,revisar
GUATEMALA,CHINAUTLA,alta,01-06-0134-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,01-06-0165-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,100.0,98.41,24837931,24837931,revisar
GUATEMALA,CHINAUTLA,alta,01-06-0146-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO LAS FLORES,01-06-0147-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN ANTONIO LAS FLORES,100.0,89.36,58158227,58158227,revisar
GUATEMALA,FRAIJANES,alta,01-13-0041-46,COLEGIO CLUB SOCIAL Y DEPORTIVO MUNICIPAL,01-13-0042-46,COLEGIO CLUB SOCIAL Y DEPORTIVO MUNICIPAL,100.0,100.0,66379900,66379900,revisar
GUATEMALA,FRAIJANES,alta,01-13-0081-46,LICEO MIXTO MONTE HOREB,01-13-0139-46,LICEO MIXTO MONTE HOREB,100.0,98.7,66272426,66272426,revisar
GUATEMALA,FRAIJANES,alta,01-13-0093-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,01-13-0094-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,100.0,100.0,66378213,66378213,revisar
GUATEMALA,FRAIJANES,alta,01-13-0093-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,01-13-0095-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,100.0,100.0,66378213,66378213,revisar
GUATEMALA,FRAIJANES,alta,01-13-0094-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,01-13-0095-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,100.0,100.0,66378213,66378213,revisar
